SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,7204 Colony Rd,La Mesa,CA,91942,835000,3,2.0,91942 - La Mesa,1281,9100,1946,18,652,,Active,,,https://www.redfin.com/CA/La-Mesa/7204-Colony-Rd-91942/home/5482915,CRMLS,PTP2205765,N,Y,32.7661647,-117.0427446
MLS Listing,,Single Family Residential,5810 Nagel,San Diego,CA,91942,829777,3,1.0,La Mesa,1397,9600,1953,18,594,,Active,,,https://www.redfin.com/CA/La-Mesa/5810-Nagel-St-91942/home/5579786,SDMLS,220022238,N,Y,32.7847914,-117.0129952
MLS Listing,,Single Family Residential,5404 Bragg St,San Diego,CA,92122,1799000,3,2.0,92122 - University City,2174,7500,1971,19,828,,Active,,,https://www.redfin.com/CA/San-Diego/5404-Bragg-St-92122/home/6235302,CRMLS,NDP2208970,N,Y,32.8421814,-117.2251937
MLS Listing,,Single Family Residential,14892 Chesfield Ct,Rancho Bernardo (san Diego),CA,92127,5995000,5,5.5,92127 - Rancho Bernardo,6110,44431,2015,16,981,360,Active,,,https://www.redfin.com/CA/San-Diego/14892-Chesfield-Ct-92127/home/55268009,CRMLS,NDP2208967,N,Y,32.9966074,-117.1240624
MLS Listing,,Townhouse,7502 Parkway Dr #208,La Mesa,CA,91942,395000,1,1.0,La Mesa,646,,1979,14,611,294,Active,,,https://www.redfin.com/CA/La-Mesa/7502-Parkway-Dr-91942/unit-208/home/5451317,SDMLS,220022207,N,Y,32.7746158,-117.0358939
MLS Listing,,Single Family Residential,6735 La Jolla Scenic Dr S,La Jolla,CA,92037,6450000,5,5.5,La Jolla,5798,20009,2003,19,1112,525,Active,,,https://www.redfin.com/CA/La-Jolla/6735-La-Jolla-Scenic-Dr-S-92037/home/6544982,SDMLS,220022182,N,Y,32.8376101,-117.2481607
MLS Listing,,Single Family Residential,5555 Nokomis St,La Mesa,CA,91942,759000,3,2.0,La Mesa,1400,14223,1973,19,542,,Active,,,https://www.redfin.com/CA/La-Mesa/5555-Nokomis-St-91942/home/5605116,SDMLS,220022155,N,Y,32.7805189,-117.0002573
MLS Listing,,Single Family Residential,6919 Colorado Ave,La Mesa,CA,91942,1095000,4,3.0,La Mesa,1626,8474,1953,19,673,,Active,,,https://www.redfin.com/CA/La-Mesa/6919-Colorado-Ave-91942/home/5449144,SDMLS,220022040,N,Y,32.7780345,-117.0468365
MLS Listing,,Single Family Residential,5920 Noraak Ct,La Mesa,CA,91942,999000,3,2.0,91942 - La Mesa,1818,8700,1960,20,550,,Active,September-14-2022 03:00 PM,September-14-2022 06:00 PM,https://www.redfin.com/CA/La-Mesa/5920-Noraak-Ct-91942/home/6246268,CRMLS,PTP2205719,N,Y,32.7873351,-117.0328133
MLS Listing,,Single Family Residential,9410 Loren Dr,La Mesa,CA,91942,1175000,4,3.0,91942 - La Mesa,2364,18200,1960,20,497,,Active,September-17-2022 11:00 AM,September-17-2022 02:00 PM,https://www.redfin.com/CA/La-Mesa/9410-Loren-Dr-91942/home/5588914,CRMLS,OC22187470,N,Y,32.782219,-116.9930143
MLS Listing,,Single Family Residential,7370 La Mesita Pl #14,La Mesa,CA,91942,675000,3,2.5,La Mesa,1321,,2007,20,511,154,Active,,,https://www.redfin.com/CA/La-Mesa/7370-La-Mesita-Pl-91942/unit-14/home/17200487,SDMLS,220022055,N,Y,32.7673175,-117.0388365
MLS Listing,,Single Family Residential,6090 Avenorra Dr,La Mesa,CA,91942,999000,3,3.0,La Mesa,1778,6000,1960,20,562,,Active,,,https://www.redfin.com/CA/La-Mesa/6090-Avenorra-Dr-91942/home/6245972,SDMLS,220022034,N,Y,32.7894224,-117.0303304
MLS Listing,,Single Family Residential,5453 Thunderbird Ln,La Jolla,CA,92037,2699000,4,3.0,La Jolla,2487,10000,1966,20,1085,,Active,,,https://www.redfin.com/CA/La-Jolla/5453-Thunderbird-Ln-92037/home/4940955,SDMLS,220022012,N,Y,32.8181093,-117.2398929
MLS Listing,,Single Family Residential,5608 Abalone Pl,La Jolla,CA,92037,3295000,3,2.0,La Jolla,1670,4446,1946,21,1973,,Active,,,https://www.redfin.com/CA/La-Jolla/5608-Abalone-Pl-92037/home/4935826,SDMLS,220021968,N,Y,32.81441,-117.271334
MLS Listing,,Condo/Co-op,16858 Blue Crane Way #1,San Diego,CA,92127,719900,2,2.0,92127 - Rancho Bernardo,977,60112,2002,18,737,241,Active,,,https://www.redfin.com/CA/San-Diego/16858-Blue-Crane-Way-92127/unit-1/home/6467536,CRMLS,NDP2208852,N,Y,33.0140305,-117.1068677
MLS Listing,,Single Family Residential,1140 Muirlands Vista Way,La Jolla,CA,92037,6295000,4,5.0,92037 - La Jolla,3471,14100,1959,21,1814,,Active,,,https://www.redfin.com/CA/La-Jolla/1140-Muirlands-Vista-Way-92037/home/4919794,CRMLS,NDP2208841,N,Y,32.8288297,-117.2649938
MLS Listing,,Condo/Co-op,7780 Parkway Dr #302,La Mesa,CA,91942,499000,2,2.0,La Mesa,1115,168365,1982,23,448,412,Active,,,https://www.redfin.com/CA/La-Mesa/7780-Parkway-Dr-91942/unit-302/home/5454008,SDMLS,220021812,N,Y,32.7749267,-117.0294568
MLS Listing,,Single Family Residential,16174 Cayenne Ridge Rd,San Diego,CA,92127,2295000,5,4.5,Rancho Bernardo,3850,,2004,20,596,80,Active,,,https://www.redfin.com/CA/San-Diego/16174-Cayenne-Ridge-Rd-92127/home/22757763,SDMLS,220021811,N,Y,33.0064913,-117.1053102
MLS Listing,,Single Family Residential,1151 W Muirlands Dr,La Jolla,CA,92037,10450000,5,6.5,92037 - La Jolla,5966,15800,2022,23,1752,,Active,,,https://www.redfin.com/CA/La-Jolla/1151-W-Muirlands-Dr-92037/home/4916128,CRMLS,PTP2205636,N,Y,32.8338014,-117.2685531
MLS Listing,,Single Family Residential,7234 Encelia Dr,La Jolla,CA,92037,4995000,5,5.5,La Jolla,7459,10141,1980,23,670,,Active,,,https://www.redfin.com/CA/La-Jolla/7234-Encelia-Dr-92037/home/4921184,SDMLS,220021808,N,Y,32.8402496,-117.2580127
MLS Listing,,Condo/Co-op,5495 Caminito Rosa,La Jolla,CA,92037,1595000,3,3.0,92037 - La Jolla,2012,533779,1972,23,793,1043,Active,,,https://www.redfin.com/CA/La-Jolla/5495-Caminito-Rosa-92037/home/4942347,CRMLS,NDP2208790,N,Y,32.8193897,-117.2333014
MLS Listing,,Condo/Co-op,1001 Genter St Unit 5D,La Jolla,CA,92037,1998000,3,2.0,La Jolla,1941,50042,1966,23,1029,1424,Active,,,https://www.redfin.com/CA/La-Jolla/1001-Genter-St-92037/unit-5D/home/4914725,SDMLS,220021784,N,Y,32.8366784,-117.2711939
MLS Listing,,Condo/Co-op,3227 Via Marin,La Jolla,CA,92037,1400000,4,3.0,La Jolla,1602,,1974,23,874,380,Active,,,https://www.redfin.com/CA/La-Jolla/3227-Via-Marin-92037/home/4881811,SDMLS,220021778,N,Y,32.8559702,-117.2340374
MLS Listing,,Condo/Co-op,9263 Regents Rd Unit B105,La Jolla,CA,92037,975000,2,2.0,La Jolla,1102,,2000,12,885,497,Active,,,https://www.redfin.com/CA/La-Jolla/9263-Regents-Rd-92037/unit-B105/home/6650024,SDMLS,220021754,N,Y,32.8743204,-117.2176141
MLS Listing,,Single Family Residential,9155 Sinjon Cir,La Mesa,CA,91942,875000,3,2.0,La Mesa,1688,12000,1960,25,518,,Active,,,https://www.redfin.com/CA/La-Mesa/9155-Sinjon-Cir-91942/home/5580866,SDMLS,220021706,N,Y,32.7897176,-117.0002113
MLS Listing,,Condo/Co-op,5460 La Jolla Blvd Unit G201,La Jolla,CA,92037,1899000,2,2.0,La Jolla,1768,77468,2005,26,1074,629,Active,September-17-2022 01:00 PM,September-17-2022 04:00 PM,https://www.redfin.com/CA/La-Jolla/5460-La-Jolla-Blvd-92037/unit-G201/home/6650646,SDMLS,220021658,N,Y,32.8117118,-117.2681168
MLS Listing,,Single Family Residential,8796 Dallas St,La Mesa,CA,91942,949900,3,2.0,La Mesa,1582,,1953,26,600,,Active,,,https://www.redfin.com/CA/La-Mesa/8796-Dallas-St-91942/home/5579162,SDMLS,220021652,N,Y,32.7911226,-117.007707
MLS Listing,,Single Family Residential,5487 Coral Reef Ave,La Jolla,CA,92037,1899999,4,2.5,La Jolla,2664,,1972,26,713,,Active,,,https://www.redfin.com/CA/La-Jolla/5487-Coral-Reef-Ave-92037/home/4942568,SDMLS,220021639,N,Y,32.8191636,-117.2367005
MLS Listing,,Condo/Co-op,5800 Lake Murray Blvd #4,La Mesa,CA,91942,651000,3,2.5,La Mesa,1554,296838,1974,26,419,400,Active,,,https://www.redfin.com/CA/La-Mesa/5800-Lake-Murray-Blvd-91942/unit-4/home/5452811,SDMLS,220021622,N,Y,32.7845426,-117.0274336
MLS Listing,,Single Family Residential,7443 Las Lunas,San Diego,CA,92127,2999000,5,3.5,92127 - Rancho Bernardo,3677,12563,2003,26,816,360,Active,,,https://www.redfin.com/CA/San-Diego/7443-Las-Lunas-92127/home/6560723,CRMLS,NDP2208705,N,Y,32.9900138,-117.1664784
MLS Listing,,Single Family Residential,756 Bonair St,La Jolla,CA,92037,2895000,4,3.0,La Jolla,2583,4593,2015,26,1121,,Active,,,https://www.redfin.com/CA/La-Jolla/756-Bonair-St-92037/home/112890279,SDMLS,220021573,N,Y,32.8315483,-117.2725554
MLS Listing,,Condo/Co-op,3177 Morning Way,La Jolla,CA,92037,1150000,2,2.5,La Jolla,1443,78415,1980,27,797,450,Active,,,https://www.redfin.com/CA/La-Jolla/3177-Morning-Way-92037/home/4867007,SDMLS,220021502,N,Y,32.8683347,-117.2341904
MLS Listing,,Condo/Co-op,8364 VIA SONOMA Unit F,La Jolla,CA,92037,599000,1,1.0,92037 - La Jolla,623,,1978,27,961,326,Active,,,https://www.redfin.com/CA/La-Jolla/8364-Via-Sonoma-92037/unit-F/home/4884326,CRMLS,NDP2208675,N,Y,32.857619,-117.2319233
MLS Listing,,Single Family Residential,8173 Paseo Del Ocaso,La Jolla,CA,92037,3395000,3,2.0,La Jolla,1506,5589,1947,27,2254,,Active,,,https://www.redfin.com/CA/La-Jolla/8173-Paseo-Del-Ocaso-92037/home/4877133,SDMLS,220021453,N,Y,32.8552458,-117.2544531
MLS Listing,,Condo/Co-op,3056 Via Alicante Unit C,La Jolla,CA,92037,549000,1,1.0,La Jolla,504,504,1972,27,1089,300,Active,,,https://www.redfin.com/CA/La-Jolla/3056-Via-Alicante-92037/unit-C/home/4885696,SDMLS,220021446,N,Y,32.8624729,-117.2358693
MLS Listing,,Condo/Co-op,5450 La Jolla Blvd Unit D-101,La Jolla,CA,92037,2075000,3,2.0,92037 - La Jolla,2160,,2005,28,961,629,Active,,,https://www.redfin.com/CA/La-Jolla/5450-La-Jolla-Blvd-92037/unit-D101/home/6650789,CRMLS,NDP2208644,N,Y,32.8114504,-117.2678412
MLS Listing,,Condo/Co-op,8340 Via Sonoma Unit A,La Jolla,CA,92037,519000,1,1.0,La Jolla,623,,1978,28,833,325,Active,,,https://www.redfin.com/CA/La-Jolla/8340-Via-Sonoma-92037/unit-A/home/4884248,SDMLS,220021399,N,Y,32.8570283,-117.2315629
MLS Listing,,Townhouse,6425 Caminito Sinnecock,La Jolla,CA,92037,1590000,4,3.0,La Jolla,1893,,1978,28,840,814,Active,September-14-2022 01:00 PM,September-14-2022 04:00 PM,https://www.redfin.com/CA/La-Jolla/6425-Caminito-Sinnecock-92037/home/4925010,SDMLS,220021369,N,Y,32.8340797,-117.2457386
MLS Listing,,Single Family Residential,11215 Sunnydale Ct,Rancho Bernardo (san Diego),CA,92127,1149000,4,2.5,92127 - Rancho Bernardo,1832,4325,1986,29,627,111,Active,,,https://www.redfin.com/CA/San-Diego/11215-Sunnydale-Ct-92127/home/4624753,CRMLS,NDP2208606,N,Y,33.0072576,-117.088441
MLS Listing,,Townhouse,5715 Baltimore Dr #95,La Mesa,CA,91942,700000,3,2.5,La Mesa,1385,118397,1979,29,505,299,Active,,,https://www.redfin.com/CA/La-Mesa/5715-Baltimore-Dr-91942/unit-95/home/5445936,SDMLS,220021266,N,Y,32.7855876,-117.0340087
MLS Listing,,Single Family Residential,6102 Terryhill Dr,La Jolla,CA,92037,5995000,5,3.0,La Jolla,4238,29185,1958,24,1415,,Active,September-18-2022 01:00 PM,September-18-2022 03:00 PM,https://www.redfin.com/CA/La-Jolla/6102-Terryhill-Dr-92037/home/4934266,SDMLS,220021206,N,Y,32.8227646,-117.2675657
MLS Listing,,Single Family Residential,6441 Sommer Pl,La Mesa,CA,91942,794900,3,2.0,La Mesa,1072,,1964,32,742,,Active,September-17-2022 12:00 PM,September-17-2022 03:00 PM,https://www.redfin.com/CA/La-Mesa/6441-Sommer-Pl-91942/home/5583526,SDMLS,220021136,N,Y,32.7958178,-116.9996135
MLS Listing,,Condo/Co-op,16943 New Rochelle Way #68,San Diego,CA,92127,899000,3,2.5,Rancho Bernardo,1428,121979,2006,32,630,220,Active,,,https://www.redfin.com/CA/San-Diego/16943-New-Rochelle-Way-92127/unit-68/home/12154206,SDMLS,220021135,N,Y,33.0213825,-117.1084127
MLS Listing,,Single Family Residential,7109 Monte Vista Ave,La Jolla,CA,92037,2895000,3,2.0,La Jolla,1849,3149,1935,25,1566,,Active,,,https://www.redfin.com/CA/La-Jolla/7109-Monte-Vista-Ave-92037/home/4914360,SDMLS,220021115,N,Y,32.8339824,-117.2788863
MLS Listing,,Single Family Residential,15901 SARAH RIDGE Rd,San Diego,CA,92127,1925000,4,3.0,Rancho Bernardo,2806,6199,2018,32,686,185,Active,September-18-2022 12:00 PM,September-18-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/15901-Sarah-Ridge-Rd-92129/home/144493585,SDMLS,220021093,N,Y,32.991517,-117.1042071
MLS Listing,,Single Family Residential,1436 Muirlands,La Jolla,CA,92037,10500000,5,6.0,La Jolla,5271,14389,2017,15,1992,,Active,,,https://www.redfin.com/CA/La-Jolla/1436-Muirlands-Dr-92037/home/4919841,SDMLS,220021079,N,Y,32.827319,-117.2620544
MLS Listing,,Condo/Co-op,8889 Caminito Plaza Centro #7210,San Diego,CA,92122,510000,1,1.0,University City,535,,1987,33,953,325,Active,,,https://www.redfin.com/CA/San-Diego/8889-Caminito-Plaza-Centro-92122/unit-7210/home/181029303,SDMLS,220021057,N,Y,32.8687304,-117.2265948
MLS Listing,,Single Family Residential,8504 Lower Scarborough Ct,San Diego,CA,92127,2248000,4,4.5,92127 - Rancho Bernardo,3219,7405,2015,33,698,211,Active,,,https://www.redfin.com/CA/San-Diego/8504-Lower-Scarborough-Ct-92127/home/22421136,CRMLS,NDP2208502,N,Y,33.0091959,-117.1429968
MLS Listing,,Single Family Residential,1747 El Paso Real,La Jolla,CA,92037,4685000,5,4.5,La Jolla,3762,23958,1984,33,1245,260,Active,,,https://www.redfin.com/CA/La-Jolla/1747-El-Paso-Real-92037/home/4923122,SDMLS,220021020,N,Y,32.8294493,-117.2564511
MLS Listing,,Single Family Residential,8095 High Society Way,San Diego,CA,92127,3999000,4,4.5,San Diego,4627,16495,2004,33,864,600,Active,,,https://www.redfin.com/CA/San-Diego/8095-High-Society-Way-92127/home/6481579,SDMLS,220021011,N,Y,33.036917,-117.1529917
MLS Listing,,Vacant Land,0 Artesian Rd,San Diego,CA,92127,3200000,,,92127 - Rancho Bernardo,,1096405,,33,,,Active,,,https://www.redfin.com/CA/Rancho-Santa-Fe/Artesian-Rd-92127/home/142962499,CRMLS,NDP2208485,N,Y,33.01687332,-117.17190611
MLS Listing,,Townhouse,4800 Williamsburg Ln #118,La Mesa,CA,91942,475000,2,1.5,La Mesa,1026,,1969,34,463,450,Active,September-17-2022 01:00 PM,September-17-2022 04:00 PM,https://www.redfin.com/CA/La-Mesa/4800-Williamsburg-Ln-91942/unit-118/home/5483382,SDMLS,220020620,N,Y,32.766523,-117.036306
MLS Listing,,Single Family Residential,8255 Orchard Ave,La Mesa,CA,91942,859000,2,2.0,91942 - La Mesa,1165,6603,1947,33,737,,Active,,,https://www.redfin.com/CA/La-Mesa/8255-Orchard-Ave-91942/home/5621172,CRMLS,PTP2205419,N,Y,32.7681602,-117.0202309
MLS Listing,,Single Family Residential,5251 Chelsea St,La Jolla,CA,92037,5859000,4,4.5,La Jolla,3479,,2022,34,1684,,Active,,,https://www.redfin.com/CA/La-Jolla/5251-Chelsea-St-92037/home/5124149,SDMLS,220020866,N,Y,32.8081508,-117.2640982
MLS Listing,,Single Family Residential,7231 Monte Vista Ave,La Jolla,CA,92037,6100000,6,7.5,92037 - La Jolla,5250,11219,1924,34,1162,,Active,,,https://www.redfin.com/CA/La-Jolla/7231-Monte-Vista-Ave-92037/home/7540224,CRMLS,NDP2208433,N,Y,32.8354269,-117.2792366
MLS Listing,,Single Family Residential,5870 Nagel St,La Mesa,CA,91942,829000,3,2.0,La Mesa,1096,,1953,35,756,,Active,September-17-2022 12:00 PM,September-17-2022 03:00 PM,https://www.redfin.com/CA/La-Mesa/5870-Nagel-St-91942/home/5579760,SDMLS,220020794,N,Y,32.7861087,-117.0129492
MLS Listing,,Single Family Residential,16345 Fox Valley Dr,San Diego,CA,92127,2198000,5,3.5,Rancho Bernardo,4062,6000,2002,15,541,8,Active,,,https://www.redfin.com/CA/San-Diego/16345-Fox-Valley-Dr-92127/home/6465945,SDMLS,220020653,N,Y,33.0087584,-117.1179038
MLS Listing,,Single Family Residential,17205 Matinal Rd,San Diego,CA,92127,1249888,4,3.0,Rancho Bernardo,2044,11400,1978,33,611,44,Active,,,https://www.redfin.com/CA/San-Diego/17205-Matinal-Rd-92127/home/6262321,SDMLS,220020645,N,Y,33.0291012,-117.0913369
MLS Listing,,Single Family Residential,9678 Claiborne Sq,La Jolla,CA,92037,2395000,4,3.0,La Jolla,2975,,1989,36,805,500,Active,September-18-2022 12:00 PM,September-18-2022 03:00 PM,https://www.redfin.com/CA/La-Jolla/9678-Claiborne-Sq-92037/home/6270875,SDMLS,220020642,N,Y,32.8810503,-117.2455191
MLS Listing,,Single Family Residential,15446 Tanner Ridge Cir,San Diego,CA,92127,2950000,5,4.5,Rancho Bernardo,3423,,2015,34,862,163,Active,,,https://www.redfin.com/CA/San-Diego/15446-Tanner-Ridge-Cir-92127/home/52344697,SDMLS,220020640,N,Y,33.0103042,-117.1362643
MLS Listing,,Single Family Residential,14654 Caminito Lazanja,San Diego,CA,92127,2099000,4,4.0,Santaluz,3022,,2003,37,695,550,Active,,,https://www.redfin.com/CA/San-Diego/14654-Caminito-Lazanja-92127/home/6482930,SDMLS,220020619,N,Y,32.988727,-117.1636295
MLS Listing,,Townhouse,16837 Wren Haven Way #2,San Diego,CA,92127,819000,2,2.5,Rancho Bernardo,1108,26238,2003,33,739,241,Active,,,https://www.redfin.com/CA/San-Diego/16837-Wren-Haven-Way-92127/unit-2/home/6493287,SDMLS,220020547,N,Y,33.0131383,-117.1053092
MLS Listing,,Condo/Co-op,2600 Torrey Pines Rd Unit B29,La Jolla,CA,92037,799000,2,2.0,92037 - La Jolla,1102,117176,1966,40,725,623,Active,,,https://www.redfin.com/CA/La-Jolla/2600-Torrey-Pines-Rd-92037/unit-B29/home/4879250,CRMLS,PTP2205291,N,Y,32.8517712,-117.2478162
MLS Listing,,Single Family Residential,7732 Lookout Dr,La Jolla,CA,92037,5749000,4,4.5,La Jolla,3581,,2019,40,1605,,Active,,,https://www.redfin.com/CA/La-Jolla/7732-Lookout-Dr-92037/home/6600633,SDMLS,220020377,N,Y,32.8483165,-117.2593216
MLS Listing,,Single Family Residential,7971 Entrada Lazanja,San Diego,CA,92127,2795000,6,6.5,Santaluz,4731,10775,2004,40,591,550,Active,,,https://www.redfin.com/CA/San-Diego/7971-Entrada-Lazanja-92127/home/6541303,SDMLS,220020349,N,Y,32.9827512,-117.1624578
MLS Listing,,Condo/Co-op,5410 La Jolla Blvd Unit A101,La Jolla,CA,92037,1398000,2,2.0,La Jolla,1769,,2005,41,790,624,Active,,,https://www.redfin.com/CA/La-Jolla/5410-La-Jolla-Blvd-92037/unit-A101/home/6650872,SDMLS,220020334,N,Y,32.8108077,-117.2671064
MLS Listing,,Single Family Residential,8393 Cliffridge Ln,La Jolla,CA,92037,3999000,5,2.5,La Jolla,3615,,1971,34,1106,,Active,,,https://www.redfin.com/CA/La-Jolla/8393-Cliffridge-Ln-92037/home/4880444,SDMLS,220020324,N,Y,32.8593525,-117.2409493
MLS Listing,,Single Family Residential,6655 Avenida de las Pescas,La Jolla,CA,92037,4295000,4,4.0,92037 - La Jolla,3212,14000,2000,41,1337,,Active,,,https://www.redfin.com/CA/La-Jolla/6655-Avenida-De-Las-Pescas-92037/home/4918014,CRMLS,NDP2208230,N,Y,32.8305528,-117.2645115
MLS Listing,,Single Family Residential,5389 La Jolla Mesa Dr,La Jolla,CA,92037,3048000,4,2.0,San Diego,2364,5300,1950,29,1289,,Active,,,https://www.redfin.com/CA/La-Jolla/5389-La-Jolla-Mesa-Dr-92037/home/4938399,SDMLS,220020212,N,Y,32.8125234,-117.2600565
MLS Listing,,Condo/Co-op,326 Prospect St,La Jolla,CA,92037,3295000,2,2.5,La Jolla,1490,,1982,42,2211,46,Active,,,https://www.redfin.com/CA/La-Jolla/326-Prospect-St-92037/home/4908791,SDMLS,220020083,N,Y,32.840933,-117.280249
MLS Listing,,Single Family Residential,17088 Oculto Pl,San Diego,CA,92127,825000,4,3.0,Rancho Bernardo,2160,,1970,31,382,43,Active,,,https://www.redfin.com/CA/San-Diego/17088-Oculto-Pl-92127/home/4224702,SDMLS,220020084,N,Y,33.0256713,-117.0854531
MLS Listing,,Single Family Residential,6145 Baltimore Dr,La Mesa,CA,91942,1160000,3,3.0,La Mesa,1730,,1964,36,671,,Active,September-17-2022 10:30 AM,September-17-2022 01:00 PM,https://www.redfin.com/CA/La-Mesa/6145-Baltimore-Dr-91942/home/6246475,SDMLS,220020067,N,Y,32.7903414,-117.0362157
MLS Listing,,Single Family Residential,6389 Castejon Dr,La Jolla,CA,92037,24995000,6,8.0,La Jolla,11000,21400,2022,27,2272,,Active,,,https://www.redfin.com/CA/La-Jolla/6389-Castejon-Dr-92037/home/4922498,SDMLS,220020062,N,Y,32.8324733,-117.2494697
MLS Listing,,Condo/Co-op,9703 Keeneland Row,La Jolla,CA,92037,1650000,4,2.5,92037 - La Jolla,2601,13334,1989,43,634,500,Active,,,https://www.redfin.com/CA/La-Jolla/9703-Keeneland-Row-92037/home/6270786,CRMLS,NDP2208135,N,Y,32.8816732,-117.2442319
MLS Listing,,Single Family Residential,17819 Sun Walk Ct,San Diego,CA,92127,1468300,5,3.0,Rancho Bernardo,2556,5153,1990,41,574,120,Active,,,https://www.redfin.com/CA/San-Diego/17819-Sun-Walk-Ct-92127/home/6265118,SDMLS,220019969,N,Y,33.0354057,-117.0918885
MLS Listing,,Single Family Residential,,La Mesa,CA,91942,1050000,3,2.5,La Mesa,1844,7200,1968,44,569,,Active,,,https://www.redfin.com/CA/La-Mesa/El-Paso-St-91942/home/6246596,SDMLS,220019963,N,Y,32.7891582,-117.0351582
MLS Listing,,Single Family Residential,9531 Janfred Way,La Mesa,CA,91942,739900,3,2.0,La Mesa,1204,6200,1958,44,615,,Active,,,https://www.redfin.com/CA/La-Mesa/9531-Janfred-Way-91942/home/180984547,SDMLS,220019940,N,Y,32.7842531,-116.9922555
MLS Listing,,Single Family Residential,514 Gravilla,La Jolla,CA,92037,2595000,3,2.0,La Jolla,1298,,1950,44,1999,,Active,,,https://www.redfin.com/CA/La-Jolla/514-Gravilla-St-92037/home/4916384,SDMLS,220019909,N,Y,32.8294681,-117.2754649
MLS Listing,,Condo/Co-op,1020 Genter St #102,La Jolla,CA,92037,2220000,3,3.5,92037 - La Jolla,3168,95177,2004,44,701,855,Active,,,https://www.redfin.com/CA/La-Jolla/1020-Genter-St-92037/unit-102/home/6668970,CRMLS,NP22168499,N,Y,32.8375852,-117.2705569
MLS Listing,,Condo/Co-op,11329 Avenida de Los Lobos Unit H,San Diego,CA,92127,649000,3,2.0,Rancho Bernardo,1230,,1989,44,528,355,Active,,,https://www.redfin.com/CA/San-Diego/11329-Avenida-De-Los-Lobos-92127/unit-H/home/4622270,SDMLS,220019903,N,Y,33.0038624,-117.0921643
MLS Listing,,Single Family Residential,745 Bonair St,La Jolla,CA,92037,2600000,2,2.0,La Jolla,1922,6617,1949,44,1353,,Active,,,https://www.redfin.com/CA/La-Jolla/745-Bonair-St-92037/home/4916392,SDMLS,220019897,N,Y,32.8311383,-117.2727783
MLS Listing,,Single Family Residential,15645 Via Montecristo,San Diego,CA,92127,1799000,4,3.0,Rancho Bernardo,3156,5700,2006,45,570,171,Active,,,https://www.redfin.com/CA/San-Diego/15645-Via-Montecristo-92127/home/12154842,SDMLS,220019876,N,Y,33.0199158,-117.1452026
MLS Listing,,Single Family Residential,1178 Virginia Way,La Jolla,CA,92037,6195000,4,4.5,La Jolla,4428,8719,2005,47,1399,,Active,,,https://www.redfin.com/CA/La-Jolla/1178-Virginia-Way-92037/home/4911266,SDMLS,220019809,N,Y,32.8430039,-117.2706657
MLS Listing,,Single Family Residential,15910 Dyer Ln,San Diego,CA,92127,1825000,4,3.0,92127 - Rancho Bernardo,2695,5396,2015,47,677,160,Active,September-17-2022 11:00 AM,September-17-2022 03:00 PM,https://www.redfin.com/CA/San-Diego/15910-Dyer-Ln-92127/home/55267794,CRMLS,SW22166487,N,Y,33.0134129,-117.1258548
MLS Listing,,Single Family Residential,8104 Silverwind Dr,San Diego,CA,92127,6250000,4,4.5,92127 - Rancho Bernardo,5162,50094,2019,47,1211,520,Active,,,https://www.redfin.com/CA/San-Diego/8104-Silverwind-Dr-92127/home/22311549,CRMLS,NDP2207990,N,Y,33.0231385,-117.1450877
MLS Listing,,Townhouse,8672 Villa La Jolla Dr #2,La Jolla,CA,92037,819000,1,2.0,La Jolla,1016,,1981,48,806,575,Active,,,https://www.redfin.com/CA/La-Jolla/8672-Villa-La-Jolla-Dr-92037/unit-2/home/6404588,SDMLS,220019686,N,Y,32.8668459,-117.2342931
MLS Listing,,Single Family Residential,6061 Greenhedge Row,La Jolla,CA,92037,2499000,4,3.5,La Jolla,2939,7927,1997,48,850,350,Active,,,https://www.redfin.com/CA/La-Jolla/6061-Greenhedge-Row-92037/home/4944538,SDMLS,220019679,N,Y,32.8309359,-117.2341282
MLS Listing,,Single Family Residential,4712 Harbinson Ave,La Mesa,CA,91942,695000,2,1.0,91942 - La Mesa,842,7300,1949,48,825,,Active,,,https://www.redfin.com/CA/La-Mesa/4712-Harbinson-Ave-91942/home/5483583,CRMLS,NDP2207960,N,Y,32.7644234,-117.0423308
MLS Listing,,Condo/Co-op,16750 Coyote Bush Dr #63,San Diego,CA,92127,1248000,2,2.5,92127 - Rancho Bernardo,1787,,2020,48,698,452,Active,,,https://www.redfin.com/CA/San-Diego/16750-Coyote-Bush-Dr-92127/unit-63/home/167684509,CRMLS,OC22157161,N,Y,33.0193536,-117.1295693
MLS Listing,,Single Family Residential,1310 Dellcrest Ln,La Jolla,CA,92037,1995000,3,2.0,La Jolla,1265,4729,1951,48,1577,,Active,,,https://www.redfin.com/CA/La-Jolla/1310-Dellcrest-Ln-92037/home/4919859,SDMLS,220019643,N,Y,32.8403144,-117.2675427
