SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,15373 Maturin Dr #189,San Diego,CA,92127,570000,2,2.5,Rancho Bernardo,1116,87233,1995,48,511,349,Active,,,https://www.redfin.com/CA/San-Diego/15373-Maturin-Dr-92127/unit-189/home/21901160,SDMLS,220019583,N,Y,33.003107,-117.0893833
MLS Listing,,Single Family Residential,7617 Pepita Way,La Jolla,CA,92037,4380000,3,5.5,La Jolla,4030,,2003,49,1087,,Active,,,https://www.redfin.com/CA/La-Jolla/7617-Pepita-Way-92037/home/4911352,SDMLS,220019446,N,Y,32.8432658,-117.267382
MLS Listing,,Condo/Co-op,4900 Rosehedge Dr #216,La Mesa,CA,91942,369000,1,1.0,91942 - La Mesa,760,59335,1975,44,486,253,Active,,,https://www.redfin.com/CA/La-Mesa/4900-Rosehedge-Dr-91942/unit-216/home/5621592,CRMLS,PTP2205039,N,Y,32.7697966,-117.0123857
MLS Listing,,Condo/Co-op,8537 Via Mallorca,La Jolla,CA,92037,950000,2,2.0,92037 - La Jolla,1137,,1975,49,836,529,Active,,,https://www.redfin.com/CA/La-Jolla/8537-Via-Mallorca-92037/home/4865541,CRMLS,TR22165165,N,Y,32.8615538,-117.232812
MLS Listing,,Single Family Residential,1439 Calle Altura,La Jolla,CA,92037,7999000,5,5.5,92037 - La Jolla,5358,14800,1967,49,1493,,Active,,,https://www.redfin.com/CA/La-Jolla/1439-Calle-Altura-92037/home/4941008,CRMLS,NDP2207891,N,Y,32.8148666,-117.2557162
MLS Listing,,Single Family Residential,6340 Camino De La Costa,La Jolla,CA,92037,45000000,7,7.0,La Jolla,6834,59242,1962,50,6585,,Active,,,https://www.redfin.com/CA/La-Jolla/6340-Camino-De-La-Costa-92037/home/6316579,TheMLS,22-180529,N,Y,32.8237549,-117.2795752
MLS Listing,,Single Family Residential,6967 Paseo Laredo,La Jolla,CA,92037,3695000,4,3.5,La Jolla,3116,20700,1974,51,1186,,Active,,,https://www.redfin.com/CA/La-Jolla/6967-Paseo-Laredo-92037/home/4922711,SDMLS,220019345,N,Y,32.834645,-117.2561066
MLS Listing,,Single Family Residential,1895 Spindrift Dr,La Jolla,CA,92037,6950000,5,4.5,La Jolla,4828,8676,1988,51,1440,,Active,,,https://www.redfin.com/CA/La-Jolla/1895-Spindrift-Dr-92037/home/4877911,SDMLS,220019294,N,Y,32.851086,-117.261299
MLS Listing,,Condo/Co-op,8512 Via Mallorca Unit G,La Jolla,CA,92037,550000,1,1.0,La Jolla,504,108900,1972,53,1091,300,Active,,,https://www.redfin.com/CA/La-Jolla/8512-Via-Mallorca-92037/unit-G/home/4885462,SDMLS,220019195,N,Y,32.8616931,-117.2335858
MLS Listing,,Single Family Residential,5094 Guava Ave,La Mesa,CA,91942,699900,2,1.0,San Diego,796,,1926,43,879,,Active,,,https://www.redfin.com/CA/La-Mesa/5094-Guava-Ave-91942/home/5487514,SDMLS,220019091,N,Y,32.7708308,-117.0296867
MLS Listing,,Single Family Residential,8308 Top O The Morning Way,Rancho Santa Fe,CA,92127,3750000,5,5.5,92067 - Rancho Santa Fe,5020,26136,2005,38,747,600,Active,,,https://www.redfin.com/CA/San-Diego/8308-Top-O-the-Morning-Way-92127/home/6481647,CRMLS,NDP2207754,N,Y,33.0277925,-117.1551056
MLS Listing,,Single Family Residential,8640 Herrington Way,San Diego,CA,92127,3095000,5,4.5,92127 - Rancho Bernardo,4524,10278,2009,54,684,520,Active,,,https://www.redfin.com/CA/San-Diego/8640-Herrington-Way-92127/home/21901902,CRMLS,NDP2207727,N,Y,33.0293724,-117.1402854
MLS Listing,,Single Family Residential,7365 Remley Pl,La Jolla,CA,92037,6450000,6,6.5,La Jolla,5679,20966,1932,55,1136,,Active,,,https://www.redfin.com/CA/La-Jolla/7365-Remley-Pl-92037/home/4921072,SDMLS,220018995,N,Y,32.8421628,-117.2613195
MLS Listing,,Condo/Co-op,11152 Poblado Rd,San Diego,CA,92127,695000,2,1.5,92127 - Rancho Bernardo,1116,,1971,56,623,518,Active,,,https://www.redfin.com/CA/San-Diego/11152-Poblado-Rd-92127/home/4227084,CRMLS,PTP2204870,N,Y,33.0297073,-117.0880026
MLS Listing,,Townhouse,10558 Sanshey Ln Unit 138,San Diego,CA,92127,799999,2,2.5,Rancho Bernardo,1335,,2006,56,599,220,Active,,,https://www.redfin.com/CA/San-Diego/10558-Sanshey-Ln-92127/unit-138/home/6654767,SDMLS,220018746,N,Y,33.0220712,-117.1118734
MLS Listing,,Townhouse,17161 ALVA Rd #1211,San Diego,CA,92127,472000,1,1.0,Rancho Bernardo,745,,1992,56,634,389,Active,,,https://www.redfin.com/CA/San-Diego/17161-Alva-Rd-92127/unit-1211/home/6261663,SDMLS,220018742,N,Y,33.0243542,-117.1050914
MLS Listing,,Condo/Co-op,7612 Palmilla Dr #46,San Diego,CA,92122,829800,2,2.0,University City,1004,,1987,56,826,441,Active,,,https://www.redfin.com/CA/San-Diego/7612-Palmilla-Dr-92122/unit-46/home/4890495,SDMLS,220018722,N,Y,32.8624656,-117.2256337
MLS Listing,,Condo/Co-op,6455 La Jolla Blvd #312,La Jolla,CA,92037,639000,1,1.0,La Jolla,713,,1970,20,896,329,Active,,,https://www.redfin.com/CA/La-Jolla/6455-La-Jolla-Blvd-92037/unit-312/home/4918459,SDMLS,220018677,N,Y,32.8259837,-117.2762457
MLS Listing,,Single Family Residential,7870 Avenida Kirjah,La Jolla,CA,92037,3490000,5,3.0,La Jolla,2674,20800,1977,33,1305,,Active,,,https://www.redfin.com/CA/La-Jolla/7870-Avenida-Kirjah-92037/home/4886655,SDMLS,220018642,N,Y,32.8490945,-117.2384689
MLS Listing,,Single Family Residential,8855 Robin Hood Ln,San Diego,CA,92037,2595000,4,2.5,La Jolla,2430,,1959,49,1068,,Active,September-18-2022 01:00 PM,September-18-2022 03:00 PM,https://www.redfin.com/CA/La-Jolla/8855-Robinhood-Ln-92037/home/4864715,SDMLS,220018636,N,Y,32.8675853,-117.241202
MLS Listing,,Condo/Co-op,3128 Via Alicante Unit I,La Jolla,CA,92037,550000,1,1.0,La Jolla,504,,1972,57,1091,300,Active,,,https://www.redfin.com/CA/La-Jolla/3128-Via-Alicante-92037/unit-I/home/4885515,SDMLS,220018444,N,Y,32.8621455,-117.2348631
MLS Listing,,Townhouse,17344 Caminito Canasto,San Diego,CA,92127,829000,4,2.5,92127 - Rancho Bernardo,1578,245272,1973,61,525,350,Active,,,https://www.redfin.com/CA/San-Diego/17344-Caminito-Canasto-92127/home/6276574,CRMLS,NDP2207498,N,Y,33.0286277,-117.0801207
MLS Listing,,Single Family Residential,5800 Severin Dr,La Mesa,CA,91942,968000,4,2.5,91942 - La Mesa,1724,8100,1959,61,561,,Active,,,https://www.redfin.com/CA/La-Mesa/5800-Severin-Dr-91942/home/5588361,CRMLS,PTP2204748,N,Y,32.7838166,-116.9981879
MLS Listing,,Single Family Residential,7828 Vista Lazanja,San Diego,CA,92127,2895000,6,4.5,Santaluz,4247,,2004,62,682,550,Active,,,https://www.redfin.com/CA/San-Diego/7828-Vista-Lazanja-92127/home/6541224,SDMLS,220018258,N,Y,32.9797397,-117.1607117
MLS Listing,,Single Family Residential,7671 Iluminado,San Diego,CA,92127,4995000,6,6.5,Santaluz,6255,81022,2010,62,799,550,Active,,,https://www.redfin.com/CA/San-Diego/7671-Iluminado-92127/home/22654994,SDMLS,220018180,N,Y,32.9982669,-117.162274
MLS Listing,,Townhouse,8272 Gilman Dr #24,La Jolla,CA,92037,805000,2,2.5,La Jolla,978,,1979,62,823,445,Active,,,https://www.redfin.com/CA/La-Jolla/8272-Gilman-Dr-92037/unit-24/home/4881448,SDMLS,220018157,N,Y,32.8550819,-117.2375273
MLS Listing,,Single Family Residential,6329 Primrose Dr,La Mesa,CA,91942,849000,4,3.0,91942 - La Mesa,2126,7950,1985,44,399,,Active,,,https://www.redfin.com/CA/La-Mesa/6329-Primrose-Dr-91942/home/5585461,CRMLS,PTP2204711,N,Y,32.7930784,-116.9876566
MLS Listing,,Vacant Land,2548 Caminito La Paz,San Diego,CA,92037,1845000,0,,San Diego,,,,63,,250,Active,,,https://www.redfin.com/CA/La-Jolla/2548-Caminito-La-Paz-92037/home/4879444,SDMLS,220018077,N,Y,32.846186,-117.2460019
MLS Listing,,Single Family Residential,7858 Entrada Angelica,San Diego,CA,92127,4595000,5,5.0,92127 - Rancho Bernardo,5922,32234,2006,63,776,550,Active,,,https://www.redfin.com/CA/San-Diego/7858-Entrada-Angelica-92127/home/7463866,CRMLS,NDP2207378,N,Y,32.9857315,-117.1490398
MLS Listing,,Townhouse,7717 Ivanhoe,La Jolla,CA,92037,2750000,3,2.5,La Jolla,2530,,1991,63,1087,900,Active,,,https://www.redfin.com/CA/La-Jolla/7717-Ivanhoe-Ave-92037/home/4907758,SDMLS,220018006,N,Y,32.8444508,-117.2708576
MLS Listing,,Condo/Co-op,17161 Alva Rd #1328,San Diego,CA,92127,499000,2,2.0,Rancho Bernardo,899,32085,1992,35,555,388,Active,,,https://www.redfin.com/CA/San-Diego/17161-Alva-Rd-92127/unit-1328/home/6261516,SDMLS,220017996,N,Y,33.0243542,-117.1050914
MLS Listing,,Single Family Residential,11011 Ipai Ct,San Diego,CA,92127,1699000,5,3.0,Rancho Bernardo,2904,11396,1997,64,585,100,Active,,,https://www.redfin.com/CA/San-Diego/11011-Ipai-Ct-92127/home/6264727,SDMLS,220017934,N,Y,33.0321941,-117.093957
MLS Listing,,Condo/Co-op,3116 Via Alicante Unit F,La Jolla,CA,92037,599000,1,1.0,La Jolla,691,,1972,64,867,300,Active,,,https://www.redfin.com/CA/La-Jolla/3116-Via-Alicante-92037/unit-F/home/4885539,SDMLS,220017927,N,Y,32.8627333,-117.2347024
MLS Listing,,Condo/Co-op,5433 La Jolla Blvd,La Jolla,CA,92037,1298000,2,2.0,La Jolla,1094,,1992,64,1186,496,Active,September-17-2022 01:00 PM,September-17-2022 04:00 PM,https://www.redfin.com/CA/La-Jolla/5433-La-Jolla-Blvd-92037/home/4937720,SDMLS,220017878,N,Y,32.8119507,-117.2671804
MLS Listing,,Single Family Residential,8515 Prestwick Dr,La Jolla,CA,92037,2980000,4,2.0,La Jolla,2900,13192,1968,65,1028,,Active,,,https://www.redfin.com/CA/La-Jolla/8515-Prestwick-Dr-92037/home/4879910,SDMLS,220017843,N,Y,32.8615867,-117.246622
MLS Listing,,Condo/Co-op,2362 Torrey Pines Rd #33,La Jolla,CA,92037,1249000,2,2.0,La Jolla,1399,,1960,61,893,944,Active,,,https://www.redfin.com/CA/La-Jolla/2362-Torrey-Pines-Rd-92037/unit-33/home/4878225,SDMLS,220017795,N,Y,32.85099,-117.252212
MLS Listing,,Single Family Residential,1427 Cottontail Ln,La Jolla,CA,92037,2985000,4,3.0,La Jolla,4500,11300,1961,67,663,,Active,,,https://www.redfin.com/CA/La-Jolla/1427-Cottontail-Ln-92037/home/4935002,SDMLS,220017753,N,Y,32.821332,-117.2601254
MLS Listing,,Single Family Residential,17191 Libertad Dr,San Diego,CA,92127,949999,3,2.0,Rancho Bernardo,1401,,1970,67,678,44,Active,,,https://www.redfin.com/CA/San-Diego/17191-Libertad-Dr-92127/home/4225345,SDMLS,220017741,N,Y,33.0280662,-117.0910611
MLS Listing,,Single Family Residential,8439 La Jolla Shores Dr,La Jolla,CA,92037,3495000,4,3.0,La Jolla,1654,9664,1950,68,2113,,Active,,,https://www.redfin.com/CA/La-Jolla/8439-La-Jolla-Shores-Dr-92037/home/4875946,SDMLS,220017684,N,Y,32.8602252,-117.2530293
MLS Listing,,Single Family Residential,8365 Dallas St,La Mesa,CA,91942,945000,4,2.0,La Mesa,1743,10700,1953,68,542,,Active,,,https://www.redfin.com/CA/La-Mesa/8365-Dallas-St-91942/home/5578047,SDMLS,220017642,N,Y,32.7906842,-117.0187431
MLS Listing,,Single Family Residential,308 Vista De La Playa,La Jolla,CA,92037,28000000,7,8.0,La Jolla,10300,31798,2000,68,2718,,Active,,,https://www.redfin.com/CA/La-Jolla/308-Vista-De-La-Playa-92037/home/4913434,SDMLS,220017638,N,Y,32.8347233,-117.281061
MLS Listing,,Condo/Co-op,5706 Baltimore Dr #365,La Mesa,CA,91942,419000,1,1.0,La Mesa,621,,1976,58,675,440,Active,,,https://www.redfin.com/CA/La-Mesa/5706-Baltimore-Dr-91942/unit-365/home/5447592,SDMLS,220017542,N,Y,32.7845994,-117.0365491
MLS Listing,,Single Family Residential,14638 Via Monteverde,San Diego,CA,92127,2249000,6,4.5,Santaluz,3598,6340,2003,68,625,225,Active,September-18-2022 12:00 PM,September-18-2022 03:00 PM,https://www.redfin.com/CA/San-Diego/14638-Via-Monteverde-92127/home/6541990,SDMLS,220017562,N,Y,32.989697,-117.1606198
MLS Listing,,Single Family Residential,4689 Parks Ave,La Mesa,CA,91942,899000,3,2.5,La Mesa,1910,4201,2002,68,471,175,Active,,,https://www.redfin.com/CA/La-Mesa/4689-Parks-Ave-91942/home/6488499,SDMLS,220017514,N,Y,32.7645318,-117.0327213
MLS Listing,,Condo/Co-op,15277 Maturin Dr #46,San Diego,CA,92127,470000,1,1.0,92127 - Rancho Bernardo,540,72045,1995,69,870,323,Active,,,https://www.redfin.com/CA/San-Diego/15277-Maturin-Dr-92127/unit-46/home/7538022,CRMLS,IV22148655,N,Y,33.0041696,-117.0907623
MLS Listing,,Single Family Residential,8384 La Jolla Shores Dr,La Jolla,CA,92037,3295000,4,4.0,La Jolla,2750,5795,1990,40,1198,,Active,,,https://www.redfin.com/CA/La-Jolla/8384-La-Jolla-Shores-Dr-92037/home/4876054,SDMLS,220017399,N,Y,32.8589202,-117.253902
MLS Listing,,Single Family Residential,8122 Twilight Point Way,San Diego,CA,92127,4348000,5,5.5,92127 - Rancho Bernardo,5288,43560,2014,64,822,520,Active,,,https://www.redfin.com/CA/San-Diego/8122-Twilight-Point-Way-92127/home/22900807,CRMLS,NDP2207082,N,Y,33.0256999,-117.1512685
MLS Listing,,Single Family Residential,735 Nautilus St,La Jolla,CA,92037,2600000,3,1.0,La Jolla,1380,,1935,71,1884,,Active,,,https://www.redfin.com/CA/La-Jolla/735-Nautilus-St-92037/home/4916231,SDMLS,220017120,N,Y,32.8323837,-117.2733753
MLS Listing,,Single Family Residential,8103 Pale Moon Rd,Rancho Santa Fe,CA,92127,3695000,5,5.5,92067 - Rancho Santa Fe,5900,19515,2003,71,626,481,Active,,,https://www.redfin.com/CA/San-Diego/8103-Pale-Moon-Rd-92127/home/6481621,CRMLS,NDP2207020,N,Y,33.0318007,-117.1567598
MLS Listing,,Condo/Co-op,4175 Executive Dr Unit G204,La Jolla,CA,92037,599000,1,1.0,92037 - La Jolla,764,,2000,65,784,497,Active,,,https://www.redfin.com/CA/La-Jolla/4175-Executive-Dr-92037/unit-G204/home/6650542,CRMLS,NDP2207009,N,Y,32.8747251,-117.2162359
MLS Listing,,Condo/Co-op,16061 Veridian Cir,San Diego,CA,92127,830000,2,2.5,Rancho Bernardo,1306,,2017,75,636,278,Active,September-17-2022 10:00 AM,September-17-2022 12:00 PM,https://www.redfin.com/CA/San-Diego/16061-Veridian-Cir-92127/home/145320864,SDMLS,220016987,N,Y,33.009789,-117.12426
MLS Listing,,Single Family Residential,5663 Abalone Pl,La Jolla,CA,92037,6200000,3,3.5,La Jolla,2980,4504,2000,75,2081,,Active,,,https://www.redfin.com/CA/La-Jolla/5663-Abalone-Pl-92037/home/4935821,SDMLS,220016922,N,Y,32.8149763,-117.2721813
MLS Listing,,Single Family Residential,1148 Avenida Amantea,La Jolla,CA,92037,2199999,3,3.0,92037 - La Jolla,1787,8900,1959,73,1231,,Active,,,https://www.redfin.com/CA/La-Jolla/1148-Avenida-Amantea-92037/home/4935780,CRMLS,SW22143182,N,Y,32.819121,-117.2612966
MLS Listing,,Condo/Co-op,6455 La Jolla Blvd #335,La Jolla,CA,92037,649000,1,1.0,92037 - La Jolla,713,135907,1970,26,910,329,Active,,,https://www.redfin.com/CA/La-Jolla/6455-La-Jolla-Blvd-92037/unit-335/home/4919361,CRMLS,NDP2206916,N,Y,32.8259837,-117.2762457
MLS Listing,,Condo/Co-op,15584 Paseo Del Sur,San Diego,CA,92127,1449000,4,3.0,Rancho Bernardo,2623,11975,2006,75,552,373,Active,,,https://www.redfin.com/CA/San-Diego/15584-Paseo-Del-Sur-92127/home/12160754,SDMLS,220016849,N,Y,33.01732,-117.143911
MLS Listing,,Single Family Residential,17865 Aguamiel Rd,San Diego,CA,92127,1850000,4,3.5,Rancho Bernardo,3378,8793,2009,76,548,,Active,,,https://www.redfin.com/CA/San-Diego/17865-Aguamiel-Rd-92127/home/6263194,SDMLS,220016686,N,Y,33.0401741,-117.0815917
MLS Listing,,Townhouse,8528 Old Stonefield Chase,San Diego,CA,92127,1150000,3,2.5,Rancho Bernardo,2256,,2012,75,510,320,Active,,,https://www.redfin.com/CA/San-Diego/8528-Old-Stonefield-Chase-92127/home/40520904,SDMLS,220016668,N,Y,33.0169477,-117.1369781
MLS Listing,,Single Family Residential,7301 Encelia Dr,La Jolla,CA,92037,18995000,4,4.5,92037 - La Jolla,5004,175546,1950,68,3796,,Active,,,https://www.redfin.com/CA/La-Jolla/7301-Encelia-Dr-92037/home/144493642,CRMLS,NDP2206761,N,Y,32.8415321,-117.2581045
MLS Listing,,Single Family Residential,11691 Agreste Pl,San Diego,CA,92127,1200000,3,2.5,Rancho Bernardo,2336,16051,2009,82,514,43,Active,,,https://www.redfin.com/CA/San-Diego/11691-Agreste-Pl-92127/home/6262590,SDMLS,220016130,N,Y,33.0363156,-117.0774728
MLS Listing,,Single Family Residential,7881 Calle Dos Lagos,Rancho Santa Fe,CA,92067,4199900,5,6.0,Rancho Santa Fe,5549,108900,1972,70,757,21,Active,,,https://www.redfin.com/CA/Rancho-Santa-Fe/7881-Calle-Dos-Lagos-92067/home/4187065,SDMLS,220016115,N,Y,33.0285924,-117.1655824
MLS Listing,,Single Family Residential,5825 GREGG Ct,La Mesa,CA,91942,849900,4,3.0,91942 - La Mesa,1624,6000,1958,83,523,,Active,,,https://www.redfin.com/CA/La-Mesa/5825-Gregg-Ct-91942/home/5588116,CRMLS,PTP2204183,N,Y,32.7848727,-116.9925774
MLS Listing,,Single Family Residential,1011 Avenida Amantea,La  Jolla,CA,92037,8000000,5,5.5,La Jolla,5790,,2000,84,1382,,Active,,,https://www.redfin.com/CA/La-Jolla/1011-Avenida-Amantea-92037/home/4935760,SDMLS,220015919,N,Y,32.8179088,-117.2632485
MLS Listing,,Single Family Residential,9535 Poole St,La Jolla,CA,92037,2996000,4,3.5,La Jolla,2718,5400,2011,84,1102,,Active,,,https://www.redfin.com/CA/La-Jolla/9535-Poole-St-92037/home/4864588,SDMLS,220015907,N,Y,32.8731934,-117.2443024
MLS Listing,,Single Family Residential,6204 Beaumont,La Jolla,CA,92037,5495000,4,3.5,92037 - La Jolla,3327,8106,2020,84,1652,,Active,,,https://www.redfin.com/CA/La-Jolla/6204-Beaumont-Ave-92037/home/4933396,CRMLS,NDP2206533,N,Y,32.8236121,-117.2741101
MLS Listing,,Townhouse,2283 Caminito Preciosa Sur,La Jolla,CA,92037,1599000,3,3.0,La Jolla,2012,,1972,84,795,1042,Active,,,https://www.redfin.com/CA/La-Jolla/2283-Camino-Preciosa-Sur-92037/home/6288250,SDMLS,220015797,N,Y,32.8180954,-117.2337481
MLS Listing,,Single Family Residential,8083 La Jolla Scenic Dr N,La Jolla,CA,92037,6495000,6,6.5,La Jolla,6766,48351,2001,79,960,,Active,,,https://www.redfin.com/CA/La-Jolla/8083-La-Jolla-Scenic-Dr-N-92037/home/4880899,SDMLS,220015767,N,Y,32.8527978,-117.2392728
MLS Listing,,Condo/Co-op,1001 Genter St  # Unit 10 A,La Jolla,CA,92037,1500000,1,1.0,92037 - La Jolla,1091,,1966,85,1375,1183,Active,,,https://www.redfin.com/CA/La-Jolla/1001-Genter-St-92037/unit-10A/home/4914811,CRMLS,NDP2206477,N,Y,32.8366784,-117.2711939
MLS Listing,,Single Family Residential,7844 Sendero Angelica,San Diego,CA,92127,4595000,5,5.5,Santaluz,6136,,2006,65,749,550,Active,,,https://www.redfin.com/CA/San-Diego/7844-Sendero-Angelica-92127/home/7459775,SDMLS,220015661,N,Y,32.9875933,-117.1475233
MLS Listing,,Single Family Residential,2038 Soledad Ave,La Jolla,CA,92037,5495000,4,4.5,La Jolla,4470,9093,2000,86,1229,,Active,,,https://www.redfin.com/CA/La-Jolla/2038-Soledad-Ave-92037/home/4920572,SDMLS,220015648,N,Y,32.8477783,-117.2576223
MLS Listing,,Condo/Co-op,1020 Prospect St #205,La Jolla,CA,92037,3950000,2,3.0,La Jolla,1792,,2017,86,2204,2822,Active,,,https://www.redfin.com/CA/La-Jolla/1020-Prospect-St-92037/unit-205/home/108998642,SDMLS,220015588,N,Y,32.8478458,-117.2746793
MLS Listing,,Condo/Co-op,3550 Lebon Dr #6210,San Diego,CA,92122,788000,2,2.0,92122 - University City,956,275720,2006,88,824,337,Active,,,https://www.redfin.com/CA/San-Diego/3550-Lebon-Dr-92122/unit-6210/home/108371489,CRMLS,TR22132739,N,Y,32.8691664,-117.2258375
MLS Listing,,Single Family Residential,17321 4S Ranch Pkwy,San Diego,CA,92127,2250000,5,5.5,San Diego,3691,,2008,87,610,90,Active,,,https://www.redfin.com/CA/San-Diego/17321-4S-Ranch-Pkwy-92127/home/17204393,SDMLS,220015473,N,Y,33.030227,-117.11055
MLS Listing,,Single Family Residential,7556 Montien Rd,San Diego,CA,92127,4845000,4,5.5,92127 - Rancho Bernardo,6669,59677,2010,89,726,550,Active,September-18-2022 01:00 PM,September-18-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/7556-Montien-Rd-92127/home/22643423,CRMLS,NDP2206319,N,Y,33.0032227,-117.1678799
MLS Listing,,Single Family Residential,10453 Rosedust Gln,San Diego,CA,92127,2249000,6,5.5,Rancho Bernardo,3720,6136,2007,90,605,90,Active,,,https://www.redfin.com/CA/San-Diego/10453-Rosedust-Glen-Dr-92127/home/17204852,SDMLS,220015299,N,Y,33.0316789,-117.1116531
MLS Listing,,Single Family Residential,5650 Dolphin Pl,La Jolla,CA,92037,5350000,2,2.0,La Jolla,1200,2982,1980,90,4458,,Active,,,https://www.redfin.com/CA/La-Jolla/5650-Dolphin-Pl-92037/home/4935829,SDMLS,220015126,N,Y,32.8141395,-117.2722731
MLS Listing,,Condo/Co-op,11267 avenida de los lobos Unit E,San Diego,CA,92127,560000,2,2.0,92127 - Rancho Bernardo,894,,1990,72,626,337,Active,,,https://www.redfin.com/CA/San-Diego/11267-Avenida-De-Los-Lobos-92127/unit-E/home/6399535,CRMLS,PTP2203965,N,Y,33.0028233,-117.0909462
MLS Listing,,Single Family Residential,9419 Pagoda Tree Ln,San Diego,CA,92127,2988888,6,4.5,San Diego,5128,,2002,91,583,169,Active,,,https://www.redfin.com/CA/San-Diego/9419-Pagoda-Tree-Ln-92127/home/6296925,SDMLS,220015054,N,Y,33.0266171,-117.1260617
MLS Listing,,Single Family Residential,7585 Hillside Dr,La Jolla,CA,92037,6290000,6,6.5,La Jolla,4673,32234,2021,92,1346,,Active,September-17-2022 01:00 PM,September-17-2022 04:00 PM,https://www.redfin.com/CA/La-Jolla/7585-Hillside-Dr-92037/home/4920808,SDMLS,220014885,N,Y,32.8453218,-117.2565429
MLS Listing,,Vacant Land,6947 Country Club Dr,La Jolla,CA,92037,4500000,0,,La Jolla,,17946,,93,,,Active,,,https://www.redfin.com/CA/La-Jolla/6947-Country-Club-Dr-92037/home/4921207,SDMLS,220014826,N,Y,32.8365252,-117.2604239
MLS Listing,,Single Family Residential,8885 Robin Hood Ln,La Jolla,CA,92037,2595000,4,2.0,La Jolla,2262,,1958,75,1147,,Active,,,https://www.redfin.com/CA/La-Jolla/8885-Robinhood-Ln-92037/home/4864712,SDMLS,220014688,N,Y,32.8682475,-117.2415924
MLS Listing,,Single Family Residential,16831 Crescent Creek Dr,San Diego,CA,92127,3800000,5,5.5,92127 - Rancho Bernardo,4625,50965,2013,96,822,520,Active,,,https://www.redfin.com/CA/San-Diego/16831-Crescent-Creek-Dr-92127/home/22900824,CRMLS,NDP2206013,N,Y,33.026606,-117.1496601
MLS Listing,,Condo/Co-op,7780 Parkway #1302,La Mesa,CA,91942,595000,3,2.0,91942 - La Mesa,1321,,1982,96,450,405,Active,,,https://www.redfin.com/CA/La-Mesa/7780-Parkway-Dr-91942/unit-1302/home/5454153,CRMLS,PTP2203839,N,Y,32.7749267,-117.0294568
MLS Listing,,Condo/Co-op,464 Prospect #501,La Jolla,CA,92037,5000000,3,3.5,La Jolla,4986,,2003,97,1003,3353,Active,,,https://www.redfin.com/CA/La-Jolla/464-Prospect-St-92037/unit-501/home/6544848,SDMLS,220014243,N,Y,32.8426355,-117.279139
MLS Listing,,Single Family Residential,6602 Avenida Mirola,La Jolla,CA,92037,4250000,7,6.5,La Jolla,3581,,1956,99,1187,,Active,,,https://www.redfin.com/CA/La-Jolla/6602-Avenida-Mirola-92037/home/4917892,SDMLS,220014218,N,Y,32.8298149,-117.2695635
MLS Listing,,Condo/Co-op,17123 W Bernardo Dr #202,San Diego,CA,92127,595000,3,2.0,San Diego,1040,872630,1994,99,572,440,Active,,,https://www.redfin.com/CA/San-Diego/17123-W-Bernardo-Dr-92127/unit-202/home/6615877,SDMLS,220014181,N,Y,33.0260811,-117.0806494
MLS Listing,,Single Family Residential,744 Muirlands Vista Way,La Jolla,CA,92037,14900000,7,9.5,La Jolla,9726,21904,2010,100,1532,,Active,,,https://www.redfin.com/CA/La-Jolla/744-Muirlands-Vista-Way-92037/home/4919802,SDMLS,220014069,N,Y,32.8260565,-117.269862
MLS Listing,,Single Family Residential,7682 Hillside Dr,La Jolla,CA,92037,5399500,4,4.5,La Jolla,5080,7200,2005,104,1063,,Active,,,https://www.redfin.com/CA/La-Jolla/7682-Hillside-Dr-92037/home/4920799,SDMLS,220013813,N,Y,32.8458038,-117.2586557
MLS Listing,,Condo/Co-op,939 Coast Blvd Unit 5G,La Jolla,CA,92037,1998000,2,2.0,La Jolla,1932,,1966,104,1034,1657,Active,,,https://www.redfin.com/CA/La-Jolla/939-Coast-Blvd-92037/unit-5G/home/4905555,SDMLS,220013750,N,Y,32.8480183,-117.2762916
MLS Listing,,Townhouse,16953 New Rochelle Way #62,San Diego,CA,92127,889700,3,2.5,Rancho Bernardo,1484,,2006,59,600,220,Active,,,https://www.redfin.com/CA/San-Diego/16953-New-Rochelle-Way-92127/unit-62/home/12154209,SDMLS,220013566,N,Y,33.0215884,-117.1082289
MLS Listing,,Condo/Co-op,356 Playa Del Norte #8,La Jolla,CA,92037,1199000,2,2.0,92037 - La Jolla,973,10454,1967,104,1232,430,Active,,,https://www.redfin.com/CA/La-Jolla/356-Playa-Del-Norte-St-92037/unit-8/home/6406724,CRMLS,NDP2205560,N,Y,32.8299619,-117.2782204
MLS Listing,,Single Family Residential,7695 Allegro Ln,San Diego,CA,92127,1947000,4,4.0,92127 - Rancho Bernardo,3038,,2003,105,641,226,Active,,,https://www.redfin.com/CA/San-Diego/7695-Allegro-Ln-92127/home/6542492,CRMLS,NDP2205472,N,Y,32.9930069,-117.1597007
